site_id,latitude,longitude,utm_x,utm_y,pop_covered,pop_unique_covered,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,region_type,bts_type,coverage_radius_m,power_W
BTS_00614,16.42041693698498,107.570415516385,774508.2697593619,1817181.9398180633,26086.78,0.0,96.07898208383826,858764.1875,11,89.983284,0,4860.020370427798,5158.305201111378,24.746620068990417,1163.0480639887721,3578.136511783758,0.9876266899655048,19.4,mountain,4G_remote,2500,1200
BTS_01483,16.499583603334987,107.536248849855,770747.3966049352,1825900.5266143605,26065.11,105.32504272460938,96.07898208383826,858764.1875,4,89.99228,0,3859.050572145294,4013.8937216328577,165.27132430722003,607.4268054109538,1192.657135589781,0.91736433784639,26.4,mountain,4G_remote,2500,1200
BTS_04729,16.41875027032498,107.64208218276501,782168.8678470827,1817095.9519697549,25937.49,0.0,96.07898208383826,858764.1875,10,89.98658,0,7117.94754077292,4843.585353960315,18.48207930874897,383.16184119453516,2941.9937596846853,0.9907589603456255,20.6,mountain,4G_remote,2500,1200
BTS_05006,16.454583603514973,107.526248849895,769741.644035605,1820905.1535155824,25778.49,0.0,96.07898208383826,858764.1875,11,89.981995,0,4612.036100935147,5219.611633015476,36.65191226279104,1103.0216648292692,2500.4744137808034,0.9816740438686045,16.0,mountain,4G_remote,2500,1200
BTS_04904,16.41541693810918,107.64458218292775,782440.8409788618,1816730.3767009955,25750.87,0.0,96.07898208383826,858764.1875,14,89.99126,0,7562.895452859678,5285.818384929938,27.30846891733319,817.2356732000018,3391.522900564116,0.9863457655413334,34.6,mountain,4G_remote,2500,1200
BTS_00758,16.516528049018866,107.48847107373093,765621.1651930267,1827712.8173970124,25736.4,0.0,96.07898208383826,858764.1875,5,89.97749,0,9133.618342650618,6436.580061238058,11.282506098017691,546.5048174522508,2009.94531913677,0.9943587469509911,27.4,mountain,4G_remote,2500,1200
BTS_04894,16.417083604079057,107.5883321830434,776427.4986500171,1816837.2729824896,25532.7,0.0,96.07898208383826,858764.1875,13,89.99006,0,4798.810841060636,5743.5516964920835,30.505487528578637,1276.2459353126615,3970.615266037943,0.9847472562357107,37.2,mountain,4G_remote,2500,1200
BTS_01158,16.468055826411383,107.58277662793333,775761.7826660109,1822473.0403711956,25326.97,0.0,96.07898208383826,858764.1875,7,89.978165,0,999.231393698863,1009.5269976270093,35.87035855733319,244.61006244468769,2836.7411944225146,0.9820648207213334,27.9,mountain,5G_macro,1000,10000
BTS_04889,16.421250270314978,107.59958218293501,777623.7467741854,1817313.979029435,25300.67,0.0,96.07898208383826,858764.1875,53,89.99656,0,4477.86296224536,5065.703145521989,44.937551262480696,1312.7129532554732,2743.523410024916,0.9775312243687596,35.9,mountain,4G_remote,2500,1200
BTS_03826,16.417083603664977,107.641248849435,782082.2222683341,1816910.2601749701,25297.72,0.0,96.07898208383826,858764.1875,20,89.99195,0,7175.451964075755,4985.359957532601,38.09419322738384,440.5499179310752,3012.420905284287,0.980952903386308,25.2,mountain,4G_remote,2500,1200
BTS_00127,16.445416936884982,107.600415516265,777678.4167706624,1819990.7427529413,25076.7,0.0,96.07898208383826,858764.1875,16,89.996445,0,1959.5772803865625,3109.560744403836,48.86936122929018,0.0,1953.4665533598259,0.975565319385355,21.7,mountain,5G_macro,1000,10000
BTS_03992,16.397083603744978,107.673748849305,785584.5130545057,1814741.4088175343,24961.15,69.72080993652344,96.07898208383826,858764.1875,20,89.97503,0,8173.3842842976155,8616.431620729696,41.04251774779527,771.3197350883897,1625.0523892494798,0.9794787411261023,31.9,mountain,4G_remote,2500,1200
BTS_01656,16.455416936844987,107.525415516565,769651.4630354843,1820996.299443166,24950.08,0.0,96.07898208383826,858764.1875,8,89.983284,0,4641.684738767536,5282.591826606376,53.13726422505885,987.7596894979677,2609.3812369345765,0.9734313678874705,37.5,mountain,4G_remote,2500,1200
BTS_05862,16.51041693662498,107.49458218335502,766282.1949887289,1827044.3399622296,24938.07,0.0,96.07898208383826,858764.1875,3,89.97749,0,8238.265748568148,7367.737480282072,122.6945651814934,1336.2297158134909,2753.1408829001743,0.9386527174092533,37.2,mountain,4G_remote,2500,1200
BTS_02146,16.516250269934982,107.492915516695,766096.2013646464,1827687.9347076623,24909.66,0.0,96.07898208383826,858764.1875,5,89.983284,0,8706.65006033723,6836.780949002318,17.02644794481916,1021.9722733141822,2485.2111205644896,0.9914867760275904,30.9,mountain,4G_remote,2500,1200
BTS_06132,16.497083603344983,107.52874884988502,769949.7948073305,1825613.6872315984,24905.5,0.0,96.07898208383826,858764.1875,3,89.98594,0,4333.475065930553,4699.917267167633,52.63453793917994,432.00262688324295,1632.9822594994714,0.97368273103041,22.7,mountain,4G_remote,2500,1200
BTS_05798,16.433750270264987,107.672082182645,785352.8412089432,1818798.815780245,24777.24,0.0,96.07898208383826,858764.1875,2,89.979866,0,9067.615125252178,5727.39138015566,94.05175005823524,958.0942637187567,4638.86481145416,0.9529741249708824,21.6,mountain,4G_remote,2500,1200
BTS_01268,16.52125026991498,107.56791551639502,774099.1746012957,1828342.1378387485,24742.57,0.0,96.07898208383826,858764.1875,2,89.984085,0,5006.534216334383,3812.4367121559744,127.42619963721047,849.5033988340587,3769.8165114869357,0.9362869001813947,33.1,mountain,4G_remote,2500,1200
BTS_02041,16.521250271025387,107.59541551645435,777036.2094283556,1828379.7971334578,24724.11,219.6266326904297,96.07898208383826,858764.1875,5,89.981995,0,4930.882571941519,4574.343217678554,44.046646134251624,1024.7816606439312,3104.6968917317017,0.9779766769328742,28.0,mountain,4G_remote,2500,1200
BTS_06228,16.506250269974984,107.48958218337502,765753.8890899454,1826576.4519353427,24685.07,0.0,96.07898208383826,858764.1875,6,89.97503,0,8526.370030676966,7271.743489887045,9.02259124731604,1106.8675008674008,2171.1170288132835,0.995488704376342,31.8,mountain,4G_remote,2500,1200
BTS_03681,16.41875027073912,107.62749884955436,780610.4717350844,1817075.681251051,24654.16,0.0,96.07898208383826,858764.1875,17,89.990456,0,6034.690333955844,4516.376084429901,14.563546757493743,778.9187528411994,2107.2903962326386,0.9927182266212531,33.2,mountain,4G_remote,2500,1200
BTS_06471,16.498750270004987,107.52874884988502,769947.4806300163,1825798.2049642114,24627.18,0.0,96.07898208383826,858764.1875,4,89.97503,0,4434.340474978546,4747.16119829082,10.37900369574426,563.467643649963,1723.5422706841528,0.9948104981521279,22.0,mountain,4G_remote,2500,1200
BTS_00834,16.417916936994978,107.619582182855,779765.684867346,1816972.4603476918,24432.62,0.0,96.07898208383826,858764.1875,36,89.99588,0,5620.667598017117,4648.67560980301,143.83867739024953,1349.1529023575624,2114.232322914216,0.9280806613048752,27.9,mountain,4G_remote,2500,1200
BTS_05714,16.46125027015498,107.570415516385,774450.8295146315,1821702.7281978778,24398.95,0.0,96.07898208383826,858764.1875,7,89.981995,0,527.7334489592521,703.7489188974332,7.115942724473475,117.166024273873,2504.0640418101984,0.9964420286377632,20.8,mountain,5G_macro,1000,10000
BTS_03694,16.420416936984985,107.598748849605,777535.8826579093,1817220.5736681279,24386.57,0.0,96.07898208383826,858764.1875,43,89.99601,0,4546.35312362286,5191.761087038068,22.319852873965306,1309.5644711512807,2871.5087771675844,0.9888400735630174,39.1,mountain,4G_remote,2500,1200
BTS_04313,16.517083603681296,107.60249884965368,777798.6892550661,1827928.2447852737,24374.77,0.0,96.07898208383826,858764.1875,2,89.98576,0,4464.971931970102,4698.791947850965,103.43715798584299,1104.7638541406131,2790.48409377292,0.9482814210070785,39.0,mountain,4G_remote,2500,1200
BTS_02190,16.503750269984987,107.486248850055,765401.2932539742,1826295.28781604,24349.95,0.0,96.07898208383826,858764.1875,10,89.98847,0,8755.494238622685,7222.551977423434,30.976390605238667,724.6749653053342,1756.174134534138,0.9845118046973806,26.8,mountain,4G_remote,2500,1200
BTS_03957,16.417916936994978,107.574582183035,774957.0213188359,1816910.8113515808,24335.54,0.0,96.07898208383826,858764.1875,11,89.979866,0,4956.285592415411,5426.705580154696,94.53549400069609,1221.401046129895,4068.6156292852515,0.9527322529996519,30.5,mountain,4G_remote,2500,1200
BTS_05407,16.414583603674984,107.639582182775,781907.7239867584,1816631.1434711001,24223.59,0.0,96.07898208383826,858764.1875,28,89.99185,0,7240.356142957359,5192.918725001791,73.1926082296178,642.5592523774633,3113.5961574294865,0.9634036958851911,23.8,mountain,4G_remote,2500,1200
BTS_02408,16.416805827975317,107.57735996065497,775255.4132559831,1816791.5710485445,24150.47,0.0,96.07898208383826,858764.1875,20,89.97153,0,4990.217234002482,5564.36666395852,30.52315367000999,1285.3658990700455,4353.202347059917,0.984738423164995,36.8,mountain,4G_remote,2500,1200
BTS_03633,16.417916936994978,107.59458218295501,777094.1872396243,1816938.0786159884,24127.12,0.0,96.07898208383826,858764.1875,19,89.98908,0,4741.526623778343,5672.696797311055,58.82087313015139,1280.2092495412764,3388.182028555144,0.9705895634349243,29.9,mountain,4G_remote,2500,1200
BTS_03832,16.504583603314973,107.48041551674501,764777.134185834,1826379.8679186448,24037.42,0.0,96.07898208383826,858764.1875,7,89.95499,0,9372.7236370592,6746.397225660228,19.695714873448214,632.6999310735754,1198.4701471376611,0.9901521425632759,27.2,mountain,4G_remote,2500,1200
BTS_03412,16.425416936964986,107.562082183085,773610.8030334341,1817724.219889309,24012.39,0.0,96.07898208383826,858764.1875,11,89.98763,0,4593.621002098588,4751.326685455221,38.47456417222152,1151.862602450731,2636.51870635796,0.9807627179138892,36.9,mountain,4G_remote,2500,1200
BTS_01924,16.502916936654984,107.532915516535,770386.7266956007,1826265.0871408256,24002.36,0.0,96.07898208383826,858764.1875,3,89.979866,0,4370.740425219753,4481.486811877404,54.90607720091317,365.8904544122358,1702.5028404843276,0.9725469613995434,22.1,mountain,4G_remote,2500,1200
BTS_00991,16.514583603274982,107.49624885001501,766454.4812423202,1827507.829738244,23985.38,0.0,96.07898208383826,858764.1875,7,89.96817,0,8306.283517150443,7234.152586251373,12.777659620022316,1395.9842118082386,2862.0402229044216,0.9936111701899888,28.8,mountain,4G_remote,2500,1200
BTS_03679,16.414583603674984,107.637915516115,781729.6172868717,1816628.8238436736,23963.56,0.0,96.07898208383826,858764.1875,22,89.983284,0,7116.441273985492,5144.482734112529,16.498080574047016,646.809341389467,3011.2231973231087,0.9917509597129764,32.6,mountain,4G_remote,2500,1200
BTS_04339,16.487083603384974,107.565415516405,773880.3224454084,1824556.028008966,23936.36,0.0,96.07898208383826,858764.1875,2,89.98818,0,1222.2699182961796,648.3649382677698,7.631444283217949,15.545080821313086,1538.6794155273353,0.996184277858391,18.6,mountain,5G_macro,1000,10000
BTS_03003,16.519861381354204,107.4906932948753,765853.9288058889,1828084.7778219942,23921.93,0.0,96.07898208383826,858764.1875,3,89.95499,0,9117.000479296266,6414.7090005704395,31.0757457215437,777.1744960871661,2239.527501422481,0.9844621271392282,24.6,mountain,4G_remote,2500,1200
BTS_00611,16.515613023525567,107.61002335607634,778604.4565748072,1827775.8273322359,23874.63,0.0,96.07898208383826,858764.1875,5,89.984085,0,4439.201495884097,5195.408399731528,21.957099221382524,579.8488455895092,3008.9458381307936,0.9890214503893088,25.5,mountain,4G_remote,2500,1200
BTS_06294,16.44041693690498,107.536248849855,770829.6585419907,1819350.1291112525,23867.24,0.0,96.07898208383826,858764.1875,8,89.97153,0,4718.604444109809,4936.178393301481,47.88032040633392,442.488451294409,1542.013078798895,0.9760598397968331,29.1,mountain,4G_remote,2500,1200
BTS_04392,16.436666936927423,107.54041551643822,771280.0490788263,1818940.5484507056,23842.2,0.0,96.07898208383826,858764.1875,9,89.98658,0,4648.077644694146,4861.962148100772,55.40026637943246,306.9502746103242,1424.4492584513637,0.9722998668102838,26.1,mountain,4G_remote,2500,1200
BTS_04468,16.505416936644973,107.490415516705,765844.0317431369,1826485.2949581987,23800.7,0.0,96.07898208383826,858764.1875,6,89.96817,0,8408.624412295672,7399.87286626437,16.592483884979462,1065.7966075133631,2191.48549771618,0.9917037580575103,32.7,mountain,4G_remote,2500,1200
BTS_02990,16.516250269934975,107.49791551667501,766630.1914059701,1827694.5506278255,23787.5,0.0,96.07898208383826,858764.1875,6,89.97749,0,8251.20645651585,7278.987140336947,5.611621335527208,1554.20882781618,3016.930300007076,0.9971941893322364,31.7,mountain,4G_remote,2500,1200
BTS_00125,16.507916936634984,107.508748849965,767798.6644166094,1826786.3530159642,23750.44,0.0,96.07898208383826,858764.1875,5,89.96817,0,6781.6032970391725,7090.6055624542705,32.84752610598932,402.9974206470973,3954.35405670604,0.9835762369470054,34.0,mountain,4G_remote,2500,1200
BTS_00858,16.46291693681497,107.525415516565,769641.0867871414,1821826.624968843,23749.59,0.0,96.07898208383826,858764.1875,5,89.98576,0,4289.433146707546,5145.863662376765,61.851772198472545,326.4468651752611,2934.9445155001963,0.9690741139007637,25.3,mountain,4G_remote,2500,1200
BTS_00477,16.438416937168636,107.58441551637166,775978.8178607258,1819193.8305455588,23732.67,0.0,96.07898208383826,858764.1875,22,89.98658,0,2487.747026011554,3367.737719170209,59.668678393868966,13.758773201739944,3559.4017952808163,0.9701656608030655,26.8,mountain,5G_macro,1000,10000
BTS_02483,16.418333603667364,107.62958218274585,780833.6976616601,1817032.4378932219,23718.44,0.0,96.07898208383826,858764.1875,13,89.98658,0,6212.150817074722,4577.799746585636,28.474663826622837,696.5943606413938,2226.7596511802844,0.9857626680866886,28.1,mountain,4G_remote,2500,1200
BTS_03056,16.497916936674983,107.526248849895,769681.6119386189,1825702.5987786993,23711.59,0.0,96.07898208383826,858764.1875,2,89.98456,0,4609.148793650872,4981.310138767521,56.67706549911663,596.9524664009782,1913.4325327012812,0.9716614672504417,28.8,mountain,4G_remote,2500,1200
BTS_01206,16.528333603227495,107.48041551667978,764744.7538907322,1829009.1674952281,23706.49,0.0,96.07898208383826,858764.1875,11,89.95974,0,10546.96577424408,4984.195326035666,27.21269150043604,383.53096615526465,1570.622906932615,0.986393654249782,24.7,mountain,4G_remote,2500,1200
BTS_05530,16.424583603634982,107.69291551589501,787592.5246766119,1817813.3697434503,23698.78,0.0,96.07898208383826,858764.1875,7,89.979866,0,9001.822586076094,8166.8036267399375,20.976272333203564,1309.8422872561914,3118.290619640137,0.9895118638333982,33.4,mountain,4G_remote,2500,1200
BTS_01273,16.513083604014838,107.49808218490487,766652.3390212123,1827344.194277491,23693.63,0.0,96.07898208383826,858764.1875,5,89.909966,0,8053.237108790312,7489.807376042244,14.09064178524903,1467.5246189519314,3083.9290462482295,0.9929546791073754,27.8,mountain,4G_remote,2500,1200
BTS_05364,16.527916936554984,107.485415516725,765279.2759658389,1828969.6261981127,23692.16,0.0,96.07898208383826,858764.1875,6,89.99126,0,10077.700149804446,5468.247806450663,13.51416446450865,462.8828397167848,1966.8740991723841,0.9932429177677456,25.2,mountain,4G_remote,2500,1200
BTS_02163,16.526250270311436,107.48583218345084,765326.0508855919,1828785.6627041562,23664.5,0.0,96.07898208383826,858764.1875,4,89.93634,0,9937.186847837096,5598.694484224482,5.10372632840445,340.4956595929338,1915.8652934198951,0.9974481368357978,26.9,mountain,4G_remote,2500,1200
BTS_00535,16.52708360322499,107.484582183395,765191.4223854484,1828876.2710230642,23659.46,0.0,96.07898208383826,858764.1875,7,89.984085,0,10099.450166962846,5436.8397435202505,32.28692763112534,336.6936886333888,1842.868184125985,0.9838565361844374,22.3,mountain,4G_remote,2500,1200
BTS_01586,16.52000026992748,107.49708218327935,766536.0453043263,1828108.604098971,23658.69,0.0,96.07898208383826,858764.1875,5,89.98939,0,8554.360565768106,6985.1689214345815,15.222565008665155,1442.7961950941326,2921.589706852383,0.9923887174956674,26.3,mountain,4G_remote,2500,1200
BTS_00469,16.4158336036774,107.58041551627716,775583.2963185564,1816688.088861048,23658.08,0.0,96.07898208383826,858764.1875,14,89.99117,0,5023.737747797653,5705.359272714528,41.56253139177202,1410.43883850615,4651.472118858633,0.979218734304114,40.0,mountain,4G_remote,2500,1200
BTS_02573,16.52791693655498,107.487082183385,765457.2608789111,1828971.8247568859,23617.66,0.0,96.07898208383826,858764.1875,7,89.909966,0,9931.6245332074,5624.393551352894,7.121822320475777,568.2441206731231,2120.186762179212,0.9964390888397621,21.1,mountain,4G_remote,2500,1200
BTS_01968,16.522639159229232,107.4890266274199,765672.1345654752,1828390.0992480505,23591.44,0.0,96.07898208383826,858764.1875,6,89.9852,0,9432.268115195075,6098.153864026009,17.913557133068814,536.4839642154024,2106.075752787419,0.9910432214334656,25.9,mountain,4G_remote,2500,1200
BTS_01091,16.517916940048643,107.49967477672143,766815.787199133,1827881.3965323772,23578.41,0.0,96.07898208383826,858764.1875,5,89.95974,0,8195.601699700195,7340.998431952689,24.138643098161186,1728.9922130811683,3194.839265688342,0.9879306784509194,30.6,mountain,4G_remote,2500,1200
BTS_03421,16.52541693698142,107.48749885011087,765505.1774120758,1828695.604825809,23576.33,0.0,96.07898208383826,858764.1875,2,89.991,0,9737.982457196307,5798.890807711517,88.38082041706181,410.93599985417643,2040.6235651317234,0.9558095897914691,23.1,mountain,4G_remote,2500,1200
BTS_02957,16.52083360367383,107.49249885002546,766045.4221435494,1828194.7967207532,23566.98,0.0,96.07898208383826,858764.1875,6,89.97749,0,9012.420779072341,6518.56027918402,20.017850884568617,948.2817010587852,2440.7925155709922,0.9899910745577157,34.0,mountain,4G_remote,2500,1200
BTS_03140,16.52819471465455,107.48235996157551,764952.5915521514,1828996.3514897353,23542.71,0.0,96.07898208383826,858764.1875,6,89.991,0,10365.12502112492,5169.916352493529,35.99216038420398,389.9469968106379,1717.31398870535,0.982003919807898,15.5,mountain,4G_remote,2500,1200
BTS_06050,16.41875027032499,107.59791551627501,777449.2010814263,1817034.9062576108,23492.0,0.0,96.07898208383826,858764.1875,23,89.99086,0,4707.774948443244,5394.852897301239,49.79280463421793,1386.0301746426646,3062.7926812154656,0.975103597682891,25.4,mountain,4G_remote,2500,1200
BTS_05771,16.416250270334984,107.63541551612501,781460.0572583308,1816809.8768250144,23490.5,0.0,96.07898208383826,858764.1875,22,89.99,0,6798.905709053737,4902.255077649104,45.75277570004817,573.5269620811453,2712.0821859996436,0.9771236121499759,24.8,mountain,4G_remote,2500,1200
BTS_00740,16.410416937024983,107.644582182755,782448.0660903567,1816176.7842287908,23483.19,0.0,96.07898208383826,858764.1875,17,89.98818,0,7944.262504338733,5800.94724574771,140.74005565309133,1256.5934487205698,3805.338628274392,0.9296299721734543,23.8,mountain,4G_remote,2500,1200
BTS_03416,16.5151391592593,107.49902662738006,766750.3822467092,1827573.0130589749,23459.18,0.0,96.07898208383826,858764.1875,6,89.98658,0,8085.165670099547,7445.553380686663,5.575740138106109,1642.301395380967,3147.5741385369556,0.997212129930947,37.5,mountain,4G_remote,2500,1200
BTS_00732,16.43308360537003,107.57258218297704,774721.972684107,1818587.2468864592,70188.84,0.0,96.07898208383826,858764.1875,27,89.98456,5,3505.79243801312,3746.972633624953,3.1332060942479076,312.48207296109473,2771.0084285846333,0.998433396952876,21.2,mountain,4G_remote,2500,1200
BTS_00689,16.528750269884988,107.48958218337502,765723.0974448668,1829067.3821172542,23395.43,0.0,96.07898208383826,858764.1875,5,89.981995,0,9769.08958308914,5819.617003279233,37.64996597592246,696.079131679832,2398.7126106806704,0.9811750170120388,28.8,mountain,4G_remote,2500,1200
BTS_04287,16.423750270304982,107.693748849225,787682.804265714,1817722.2856787932,23391.71,0.0,96.07898208383826,858764.1875,6,89.978165,0,8876.760423743095,8289.03318398413,10.991685769939984,1264.6917793156135,3030.8147103513043,0.99450415711503,36.2,mountain,4G_remote,2500,1200
BTS_06351,16.567083603064983,107.508748849965,767716.9724438176,1833336.6676472593,23368.77,0.0,96.07898208383826,858764.1875,6,89.98752,0,11610.345029692007,7458.221314519984,36.41107321488157,356.15542475604076,6725.380282139698,0.9817944633925593,27.8,mountain,4G_remote,2500,1200
BTS_00821,16.52666693973413,107.49020718422678,765792.6952541969,1828837.566220407,23343.16,0.0,96.07898208383826,858764.1875,8,89.981995,0,9579.373569753805,5984.002374720964,15.525230204536802,731.3709473054157,2360.70403768987,0.9922373848977316,34.8,mountain,4G_remote,2500,1200
BTS_02166,16.529583603631504,107.47916551681064,764609.5614372571,1829145.9070925526,23318.38,0.0,96.07898208383826,858764.1875,4,89.909966,0,10734.476490695346,4798.163328445418,19.80709687102708,405.5450232087537,1569.7543759691382,0.9900964515644864,27.2,mountain,4G_remote,2500,1200
BTS_04695,16.566250269734983,107.510415516625,767896.0773061382,1833246.6333008478,23285.37,0.0,96.07898208383826,858764.1875,5,89.98456,0,11441.953224358202,7612.057812020181,25.047650262400033,446.98570780158155,6776.932507745531,0.9874761748688,25.3,mountain,4G_remote,2500,1200
BTS_02972,16.472916936774983,107.607082182905,778351.4335397318,1823044.604326112,23269.45,0.0,96.07898208383826,858764.1875,8,89.98752,0,938.9836649612486,2473.942748111735,22.73858122361744,0.0,2468.945715768869,0.9886307093881913,27.4,mountain,5G_macro,1000,10000
BTS_00078,16.44479193772243,107.59874884968103,777501.2321159211,1819919.256877112,23265.69,0.0,96.07898208383826,858764.1875,15,89.990234,0,1948.7599485823728,3298.474047774158,57.10917047432105,6.69465484615867,2102.9383099754077,0.9714454147628395,32.5,mountain,5G_macro,1000,10000
BTS_02962,16.52208360324498,107.493748850025,766177.2023821201,1828334.83495925,23222.22,0.0,96.07898208383826,858764.1875,7,89.98939,0,8978.421530689688,6561.394751960328,6.934322071186373,1043.529824237078,2590.881386761083,0.9965328389644068,31.2,mountain,4G_remote,2500,1200
BTS_01072,16.42041693698497,107.60291551625501,777981.1246802597,1817226.2909491735,23199.61,0.0,96.07898208383826,858764.1875,34,89.981995,0,4657.904590885465,4959.652057938343,25.89954594786434,1596.1846007054905,2560.992294062275,0.9870502270260678,30.5,mountain,4G_remote,2500,1200
BTS_04069,16.521250269914983,107.49458218335502,766267.3409797244,1828243.6804050638,23171.71,0.0,96.07898208383826,858764.1875,7,89.93634,0,8852.900922906936,6684.866670099195,24.70571277359844,1149.1696092364148,2666.9802248237092,0.9876471436132008,35.9,mountain,4G_remote,2500,1200
BTS_00561,16.527083603224977,107.497082183345,766526.3188964017,1828892.7899602167,23138.33,0.0,96.07898208383826,858764.1875,2,89.96817,0,9021.334051287433,6622.434638636057,98.69444399508261,1113.7317735048891,3066.3830441041637,0.9506527780024587,21.9,mountain,4G_remote,2500,1200
BTS_01708,16.530416936544984,107.492915516695,766076.7813260539,1829256.3022136858,23117.79,0.0,96.07898208383826,858764.1875,6,89.98818,0,9599.356253568174,6066.113809920633,30.242019615684264,579.8926749512406,2799.665276161852,0.9848789901921579,26.9,mountain,4G_remote,2500,1200
BTS_01945,16.51041693662498,107.521248849915,769130.2505405776,1827079.7910254707,23108.91,0.0,96.07898208383826,858764.1875,3,89.93634,0,5855.178206613249,5960.104317745166,29.145928410306524,445.8268018961307,3160.1196286466043,0.9854270357948467,29.6,mountain,4G_remote,2500,1200
BTS_04224,16.561250270172234,107.51333218334149,768214.4211719603,1832696.9781104529,23103.18,0.0,96.07898208383826,858764.1875,5,89.97749,0,10806.766464954444,7825.252959633009,16.00904081368109,920.158274064992,6613.610633896299,0.9919954795931595,31.9,mountain,4G_remote,2500,1200
BTS_01460,16.521250270593143,107.51541551659766,768492.2557722775,1828271.360416877,23078.42,0.0,96.07898208383826,858764.1875,4,89.98763,0,7123.897698881421,7089.248115153856,31.03117817928784,308.51192908886776,4459.524413877886,0.9844844109103561,30.3,mountain,4G_remote,2500,1200
BTS_03455,16.415416937004988,107.58624884965501,776207.2313927659,1816649.9061671966,23070.61,0.0,96.07898208383826,858764.1875,26,89.99272,0,4992.152147700043,5864.985649664104,90.17235889620218,1500.0336254767187,4259.136719346543,0.9549138205518989,29.1,mountain,4G_remote,2500,1200
BTS_04812,16.507916936634984,107.50624884997501,767531.6558383965,1826783.0304790123,23041.41,0.0,96.07898208383826,858764.1875,4,89.97878,0,7011.607604401544,7343.507575946081,29.05541609523408,555.5006386981386,3719.59481664581,0.985472291952383,25.4,mountain,4G_remote,2500,1200
BTS_03471,16.502083603324984,107.575415516365,774927.3064379508,1826230.3474421604,69058.88,0.0,96.07898208383826,858764.1875,6,89.98727,5,3146.003109791487,1723.1169673193801,0.9816117803693915,352.6410524115223,2160.0006282914064,0.9995091941098153,19.3,mountain,4G_remote,2500,1200
BTS_00366,16.510833603297478,107.50041551659929,766904.6304792573,1827098.1912119943,22997.31,0.0,96.07898208383826,858764.1875,4,89.97503,0,7712.73776421782,7837.165211223386,14.658105494062523,1143.638492970685,3374.57610264115,0.9926709472529688,29.1,mountain,4G_remote,2500,1200
BTS_01078,16.515694714963274,107.50208218317273,767075.9484473018,1827638.5691792213,22936.51,0.0,96.07898208383826,858764.1875,4,89.969986,0,7844.834411491375,7688.385934830062,48.656772874469105,1503.7854087025714,3465.6425525458494,0.9756716135627654,33.7,mountain,4G_remote,2500,1200
BTS_00903,16.526666936567487,107.49541551661942,766348.9039414355,1828844.4540898206,22931.73,0.0,96.07898208383826,858764.1875,4,89.97503,0,9132.920387488213,6480.793698064729,14.957562755824132,1065.3353673983693,2882.8494621627756,0.992521218622088,29.2,mountain,4G_remote,2500,1200
BTS_01618,16.417083603664985,107.59624884961501,777273.4681188012,1816848.0980310012,22878.58,0.0,96.07898208383826,858764.1875,23,89.990234,0,4857.752097950287,5647.035947828372,34.8181564206417,1441.3784505348688,3319.1106676363097,0.9825909217896791,37.1,mountain,4G_remote,2500,1200
BTS_04320,16.443750270224978,107.59624884961501,777235.6013168046,1819800.4980633825,22836.08,0.0,96.07898208383826,858764.1875,34,89.99801,0,1978.7443216376935,3540.9020822615676,24.32407312737376,83.42604181571282,2336.2749544933276,0.9878379634363131,21.8,mountain,5G_macro,1000,10000
BTS_02544,16.466250270134978,107.610415516225,778717.0735492466,1822311.0959344625,22778.68,0.0,96.07898208383826,858764.1875,1,89.99006,0,1670.9600105697068,1785.9523537631624,32.45568413193023,61.069384863685265,2883.309467716832,0.9837721579340348,22.0,mountain,5G_macro,1000,10000
BTS_00082,16.503750269984984,107.578748849685,775280.9840207375,1826419.4232373186,68336.04,0.0,96.07898208383826,858764.1875,3,89.983284,5,3471.255268645822,2011.4325504093383,0.8968211158346578,340.15613231616203,1956.4410180597738,0.9995515894420827,21.0,mountain,4G_remote,2500,1200
BTS_03013,16.524583603234976,107.58624884965501,776052.4509443117,1828736.2493737002,22777.54,0.0,96.07898208383826,858764.1875,2,89.98576,0,5463.519141773847,4451.213726616278,122.46448433300988,554.3736530407105,3567.356612674252,0.9387677578334951,28.6,mountain,4G_remote,2500,1200
BTS_01888,16.417083603664977,107.624582182835,780301.1851678934,1816887.112213223,22770.19,0.0,96.07898208383826,858764.1875,37,89.99006,0,5993.127542695318,4697.580559771867,60.82317903970202,1081.783651476419,2218.4061256172126,0.969588410480149,34.8,mountain,4G_remote,2500,1200
BTS_00945,16.48791693727301,107.6049988486137,778107.4363090154,1824702.472902074,22715.34,0.0,96.07898208383826,858764.1875,6,89.98499,0,1365.215931993251,3575.6712277724905,5.2865867380701275,0.0,1195.734811662037,0.997356706630965,28.2,mountain,5G_macro,1000,10000
BTS_01492,16.51125026995498,107.51458218327501,768417.080591128,1827163.1509272333,22671.49,0.0,96.07898208383826,858764.1875,4,89.909966,0,6470.261113082708,6645.262137848555,94.01014322079662,322.07179555811615,3758.93792793752,0.9529949283896016,28.0,mountain,4G_remote,2500,1200
BTS_01936,16.526250269894984,107.500415516665,766883.4391335078,1828804.951671101,22670.14,0.0,96.07898208383826,858764.1875,7,89.99168,0,8686.769680473042,6984.848187340942,30.7578180935501,1411.8430171378327,3382.4024968800236,0.9846210909532249,23.9,mountain,4G_remote,2500,1200
