site_id,latitude,longitude,utm_x,utm_y,pop_covered,pop_unique_covered,status,bts_type,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,power_model_type,power_source_main,power_backup_sources,backup_duration_hr,region_type,coverage_radius_m
BTS_04729,16.41875027032498,107.642082182765,782168.8678470827,1817095.9519697549,25937.49,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.98658,0,7117.94754077292,4843.585353960315,18.482079308719964,383.1618411945352,2941.9937596846853,0.99075896034564,20.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_06328,16.110416938224976,107.408748850365,757638.4617969368,1782652.565736929,527.11,47.71469879150391,active,5G_macro,81.11014941020885,1163364.75,486,89.99591,0,43036.56721206504,43218.37663019212,9.205232570697394,0.0,40100.83630397976,0.9953973837146513,22.3,Model_1,grid,battery,8,mountain,1000
BTS_02470,16.39875027040498,107.673748849305,785582.080196039,1814925.943084936,26740.33,0.0,active,4G_remote,81.11014941020885,1163364.75,14,89.969986,0,8279.709008499367,8469.115837319692,12.94121989231154,600.9394414524018,1691.4326804357704,0.9935293900538442,26.5,Model_2,grid,battery;generator,28,mountain,2500
BTS_01096,16.414583603674984,107.549582183135,772290.2478906583,1816507.986710591,4269.33,0.0,active,4G_remote,81.11014941020885,1163364.75,11,89.979866,0,6148.586519725446,6328.621935575672,40.24342377312745,2154.5531683766158,3499.014665114314,0.9798782881134362,28.3,Model_2,grid,battery;generator,28,mountain,2500
BTS_06432,16.368750270524988,107.817082182065,800947.746424737,1811811.3944977412,5964.41,0.0,active,4G_remote,81.11014941020885,1163364.75,3,89.98883,0,7090.383280851602,22800.01807798952,64.98347133951857,8219.061405720513,8900.091752670198,0.9675082643302408,30.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_06431,16.70041693586498,107.440415516905,760241.0425805333,1848007.5047813635,1234.34,2.0388009548187256,active,4G_remote,81.11014941020885,1163364.75,5,89.98576,0,28061.798961184395,16436.403478701577,175.6473703789483,733.7613623473426,12103.982864943997,0.912176314810526,32.4,Model_2,grid,battery;generator,28,mountain,2500
BTS_02699,16.565416936404983,107.554582183115,772613.0568711287,1833213.843212364,2822.38,0.0,active,5G_macro,81.11014941020885,1163364.75,4,89.97503,0,9912.172442916386,8869.21560098006,26.946055069544236,0.0,8056.458209938356,0.986526972465228,21.0,Model_1,grid,battery,8,mountain,1000
BTS_03366,16.614583602874983,107.461248850155,762580.8933868723,1838532.4744001008,1252.98,0.0,active,5G_macro,81.11014941020885,1163364.75,9,89.9852,0,18783.58310585109,7272.745341690412,25.548692562492743,0.0,7261.499144870556,0.9872256537187536,26.7,Model_1,grid,battery,8,mountain,1000
BTS_04629,16.685000269267597,107.41624885027149,757683.3526239388,1846269.3896706975,3601.17,0.0,active,5G_macro,81.11014941020885,1163364.75,11,89.993095,0,27927.00761913916,14958.610629356212,5.640141893066943,11.799757598302252,9644.680691570517,0.9971799290534664,22.9,Model_1,grid,battery,8,mountain,1000
BTS_00018,16.49131971520533,107.57888774092729,775313.4218687171,1825043.373072648,17493.06,0.0,active,5G_macro,81.11014941020885,1163364.75,6,89.969986,0,2370.4430053239107,924.8384004598026,37.65028955293376,3.34061481948916,1559.3754210634577,0.9811748552235332,20.4,Model_1,grid,battery,8,mountain,1000
BTS_02224,16.262083604284978,107.919582181655,812074.90905966,1800153.9050610596,6381.99,0.0,active,4G_remote,81.11014941020885,1163364.75,9,89.969986,0,3471.228543386761,17249.21736085676,201.1210591466269,6942.219727508841,9928.803811477694,0.8994394704266866,34.9,Model_2,grid,battery;generator,28,mountain,2500
BTS_00786,16.532083603224777,107.62458218265095,780135.6647477708,1829619.6223569831,10599.08,37.048709869384766,active,4G_remote,81.11014941020885,1163364.75,1,89.98939,0,6682.464560895358,7556.390561626295,37.48487814441525,381.88761877670447,2481.1510539934216,0.9812575609277924,18.1,Model_2,grid,battery;generator,28,mountain,2500
BTS_04761,16.703750269184976,107.432082183605,759347.4384751201,1848365.652811026,466.36,0.0,active,5G_macro,81.11014941020885,1163364.75,9,89.95974,5,28809.91787784296,16830.453621148205,2.7871899917999103,0.0,12119.794739520969,0.9986064050041,19.9,Model_1,grid,battery,8,mountain,1000
BTS_06445,16.38125027047498,107.694582182555,787834.3967363616,1813017.7772418107,1872.05,0.0,active,5G_macro,81.11014941020885,1163364.75,8,89.981995,0,5347.512775206602,11376.568249347474,14.65694789428079,1515.7750804378466,0.0,0.9926715260528596,42.8,Model_2,grid,battery;generator,28,mountain,1000
BTS_01731,16.36791693719498,107.727082182425,791328.068456914,1811587.839471024,20086.85,0.0,active,4G_remote,81.11014941020885,1163364.75,6,89.981995,0,1748.208312565652,14848.662925778845,32.45337607656612,674.0581533163116,3086.215956384964,0.9837733119617168,37.7,Model_2,grid,battery;generator,28,mountain,2500
BTS_04190,16.46708360346499,107.64541551608502,782455.085523139,1822452.0088566025,4031.83,0.0,active,5G_macro,81.11014941020885,1163364.75,2,89.979866,0,5043.857988508869,2278.216184625771,45.63458901723612,154.06754674776712,3890.8734309826327,0.977182705491382,22.3,Model_1,grid,battery,8,mountain,1000
BTS_06479,16.43041693694499,107.52374884990502,769507.9385822649,1818226.3302753624,9593.87,0.0,active,4G_remote,81.11014941020885,1163364.75,7,89.98727,0,6451.767039023836,6669.097448728038,16.787983489388427,1914.7349480578885,3248.280758010784,0.9916060082553058,31.0,Model_2,grid,battery;generator,28,mountain,2500
BTS_04046,16.282083604616258,107.93333218167196,813513.9382644594,1802389.768394158,6874.72,0.0,active,4G_remote,81.11014941020885,1163364.75,7,89.93634,0,5159.330729583247,16337.593121397313,62.30790573530059,4527.8700035017055,8036.275880138312,0.9688460471323496,32.7,Model_2,grid,battery;generator,28,mountain,2500
BTS_06476,16.547916936474987,107.410415517025,757243.6196560044,1831086.2739636756,1007.24,647.4287109375,active,5G_macro,81.11014941020885,1163364.75,14,89.9921,0,18135.13755295656,3263.1920334591173,69.1915391909132,1.3538813774466991,639.0808255992073,0.9654042304045434,29.8,Model_1,grid,battery,8,mountain,1000
BTS_04337,16.292083604164976,107.78708218218502,797856.9094559436,1803277.94530958,6382.33,0.0,active,4G_remote,81.11014941020885,1163364.75,27,89.997925,0,2097.1833975766226,25331.244936050745,47.7000495228581,5579.643379354409,4182.219310118137,0.9761499752385708,36.3,Model_2,grid,battery;generator,28,mountain,2500
BTS_01317,16.482639159280065,107.49263773931104,766112.5403488763,1823966.5463383563,11135.99,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.909966,0,7560.800806411091,8436.619333959618,58.598169352503774,1235.2067931822626,2032.6551105520175,0.970700915323748,35.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_06352,16.28541693752498,107.936248848255,813820.5935588708,1802763.3881036923,6047.6,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.99338,0,5577.893828710222,16160.065616621709,32.27180887030912,4092.8085354101854,7787.6284928161585,0.9838640955648454,27.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_05663,16.479583603414984,107.666248849335,784662.5680851133,1823865.2830275209,10140.84,0.0,active,4G_remote,81.11014941020885,1163364.75,3,89.97878,0,7157.874148665205,4879.876034769613,173.84414716281097,1394.5952030199835,6212.826467783009,0.9130779264185944,20.7,Model_2,grid,battery;generator,28,mountain,2500
BTS_01325,16.492083603364986,107.374582183835,753490.445063976,1824859.9896284768,3491.59,1384.6854248046875,active,4G_remote,81.11014941020885,1163364.75,21,89.99006,0,20214.23190606267,9683.987550495249,31.40116063883444,417.205881613338,4587.918962974311,0.9842994196805828,27.8,Model_2,grid,battery;generator,28,mountain,2500
BTS_03396,16.536250269854982,107.502082183325,767047.6620589233,1829914.2534757403,19313.1,132.12432861328125,active,4G_remote,81.11014941020885,1163364.75,5,89.97153,0,9305.091819865442,6783.173050224632,49.97917463453838,1167.279805792069,3968.783981242416,0.9750104126827308,24.4,Model_2,grid,battery;generator,28,mountain,2500
BTS_02150,16.418750270324978,107.700415515865,788402.6079565318,1817178.160706394,17659.25,0.0,active,4G_remote,81.11014941020885,1163364.75,7,89.95974,0,8041.182520756717,9180.618438584544,50.43069213012634,978.7011724157512,2635.261266797612,0.9747846539349369,30.1,Model_2,grid,battery;generator,28,mountain,2500
BTS_05193,16.137916938114973,107.687082182585,787386.791842204,1786065.1746522137,4844.51,13.14605712890625,active,4G_remote,81.11014941020885,1163364.75,68,89.98594,0,22022.10013200121,36209.89498988128,53.24657956387034,3007.9302084964165,20670.501817461925,0.9733767102180648,34.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_03997,16.286250270854985,108.007915514635,821484.7307778817,1802967.28319426,6712.79,0.0,active,4G_remote,81.11014941020885,1163364.75,8,89.97153,0,13041.537308814935,9343.399164926586,6.962155638868468,1705.5602865856167,3413.508501782654,0.9965189221805658,34.8,Model_2,grid,battery;generator,28,mountain,2500
BTS_05919,16.493750270024982,107.379582183815,754022.2853939247,1825050.7830778416,831.65,0.0,active,5G_macro,81.11014941020885,1163364.75,13,89.96817,0,19699.40297303168,9171.313694595545,15.03156804751782,0.0,4472.862680949577,0.992484215976241,28.9,Model_1,grid,battery,8,mountain,1000
BTS_06354,16.38458360379498,107.716248849135,790145.3469098499,1813417.7200487664,3962.54,0.0,active,5G_macro,81.11014941020885,1163364.75,2,89.983284,0,3925.058687416357,12754.346881121475,61.61704890355045,203.3745871192498,1512.4875965056144,0.9691914755482248,27.5,Model_1,grid,battery,8,mountain,1000
BTS_01506,16.50708360330497,107.603748849585,777946.5057211376,1826822.8079939384,50417.69,0.0,active,4G_remote,81.11014941020885,1163364.75,8,89.992546,0,3378.154024526177,4102.330816466902,35.796042229405494,600.171748403463,1851.0367742852327,0.9821019788852972,23.4,Model_2,grid,battery;generator,28,mountain,2500
BTS_03214,16.407083603704983,107.766248848935,795455.7701871463,1815981.2777330144,10299.42,0.0,active,4G_remote,81.11014941020885,1163364.75,6,89.982346,0,6568.6628929877725,16112.870440353723,34.21225968465598,4016.5203744818114,6350.659929829355,0.982893870157672,22.9,Model_2,grid,battery;generator,28,mountain,2500
BTS_06429,16.575416936364988,107.501248849995,766904.698730717,1834249.255849226,4097.55,0.0,active,5G_macro,81.11014941020885,1163364.75,7,89.982346,0,12811.933080588864,6968.841014725367,16.313647598928807,0.0,6991.841985326779,0.9918431762005356,24.0,Model_1,grid,battery,8,mountain,1000
BTS_04162,16.246250271014983,107.936248848255,813882.9074481885,1798426.049179206,4871.28,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.98499,0,5704.591172107873,15273.688930143944,31.76849864254699,6057.965378574815,11838.37585202509,0.9841157506787264,32.9,Model_2,grid,battery;generator,28,mountain,2500
BTS_01147,16.41958360365498,107.543748849825,771659.9622859365,1817053.707393804,5838.92,0.0,active,4G_remote,81.11014941020885,1163364.75,41,89.997925,5,5929.364208153857,6124.004370069191,0.0852239332844625,1651.9021337693462,3006.2739874450604,0.9999573880333578,27.5,Model_2,grid,battery;generator,28,mountain,2500
BTS_01865,16.267083604264986,108.058748847765,826953.9133641473,1800925.356912698,2997.32,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.981995,0,18310.99295754357,3974.483975048488,9.342976772001938,6251.685155415901,6452.4371290238105,0.995328511613999,32.7,Model_2,grid,battery;generator,28,mountain,2500
BTS_05979,16.42625027029497,107.682082182605,786432.407346875,1817982.5400819797,33566.93,0.0,active,4G_remote,81.11014941020885,1163364.75,5,89.98883,0,9801.582102908063,7070.181781322245,16.474888225988696,646.6714271601581,3461.0588952068447,0.9917625558870056,29.0,Model_2,grid,battery;generator,28,mountain,2500
BTS_05273,16.417083603664988,107.67958218261502,786178.6845091451,1816964.0583885503,13747.13,0.0,active,5G_macro,81.11014941020885,1163364.75,8,89.95974,0,9181.398024702525,7439.010399018777,46.082527298603885,0.0,2633.7507258274,0.976958736350698,20.3,Model_1,grid,battery,8,mountain,1000
BTS_00997,16.591250269634983,107.511248849955,767950.4174125814,1836015.4976343417,3217.57,0.0,active,5G_macro,81.11014941020885,1163364.75,2,89.97878,0,13882.894998962163,8699.988442602786,54.045833840490005,0.0,9044.428396279103,0.972977083079755,22.5,Model_1,grid,battery,8,mountain,1000
BTS_00590,16.52994074739739,107.47255837434425,763903.5034206216,1829176.7654008537,5241.21,0.0,active,5G_macro,81.11014941020885,1163364.75,7,89.98727,0,11351.212534785256,4186.529113419848,27.020804758202576,0.0,1098.1900918983945,0.9864895976208988,22.7,Model_1,grid,battery,8,mountain,1000
BTS_05257,16.297916937474984,107.211248851155,736281.0048686792,1803169.7341190907,800.03,563.0416259765625,active,5G_macro,81.11014941020885,1163364.75,589,89.98456,0,42471.42934455413,37307.547650923545,8.713619005790475,0.0,31166.326165258342,0.9956431904971048,22.8,Model_1,grid,battery,8,mountain,1000
BTS_06428,16.360416937224983,107.607915516235,778600.7982296774,1810590.2317784636,2634.47,285.8070678710937,active,4G_remote,81.11014941020885,1163364.75,14,89.981995,0,11252.711012660042,11132.271110867205,52.34626055688851,7414.271362585683,8595.277109182736,0.9738268697215556,25.2,Model_2,grid,battery;generator,28,mountain,2500
BTS_03877,16.463750270144978,107.430415516945,759491.4904349565,1821794.416989013,458.28,6.399021148681641,active,4G_remote,81.11014941020885,1163364.75,9,89.99534,5,14243.00677964734,9827.156796733145,0.5638780184526407,2386.095525676641,4632.524894849763,0.9997180609907736,33.9,Model_2,grid,battery;generator,28,mountain,2500
BTS_00889,16.423333603647333,107.67291551590476,785457.116098985,1817646.650562478,8619.18,0.0,active,5G_macro,81.11014941020885,1163364.75,10,89.981995,5,9601.997531154111,6450.120279737395,1.3812558787898035,0.0,3598.846496217965,0.9993093720606052,19.1,Model_1,grid,battery,8,mountain,1000
BTS_06393,16.71208360248499,107.378748850485,753646.3913601735,1849219.4684236976,845.61,247.43527221679688,active,5G_macro,81.11014941020885,1163364.75,12,89.99371,0,32695.770269748195,18920.223563747524,17.904679490183575,0.0,11673.57060307425,0.9910476602549082,21.0,Model_1,grid,battery,8,mountain,1000
BTS_00479,16.322916937374973,107.779582182215,797008.3018141899,1806681.1218188545,15200.66,0.0,active,4G_remote,81.11014941020885,1163364.75,6,89.98818,0,1631.4804054679855,22353.023209622814,32.492268877806616,3154.331336069979,2753.1829765195143,0.9837538655610968,30.1,Model_2,grid,battery;generator,28,mountain,2500
BTS_00273,16.527083603224984,107.380415517145,754067.6942410574,1828741.8459221495,909.45,874.209716796875,active,5G_macro,81.11014941020885,1163364.75,7,89.98576,0,20308.170374215795,7000.556076237745,18.8934360472566,8.282960891366953,1165.4059543397937,0.9905532819763716,25.2,Model_1,grid,battery,8,mountain,1000
BTS_05849,16.20875027116498,107.691248849235,787730.0141905306,1793913.6679656927,526.35,1.7747230529785156,active,4G_remote,81.11014941020885,1163364.75,62,89.98939,0,15042.872172266458,28638.41600053412,21.14489700978444,3723.691120516008,13018.939656655712,0.9894275514951076,48.1,Model_2,grid,battery;generator,28,mountain,2500
BTS_02844,16.20791693783498,107.692082182565,787820.3752619051,1793822.5708893624,547.03,0.0,active,4G_remote,81.11014941020885,1163364.75,68,89.99104,5,15081.779309209369,28749.79634227963,2.746470168085134,3596.535055960878,13076.016306445974,0.9986267649159576,29.6,Model_2,grid,battery;generator,28,mountain,2500
BTS_05096,16.406250270374983,107.667915515995,784947.7155690412,1815748.133544342,9186.0,0.0,active,5G_macro,81.11014941020885,1163364.75,15,89.97153,0,9275.852579121169,7430.695733865647,57.44156086354207,13.34577754862196,2647.5761017000877,0.9712792195682288,28.6,Model_1,grid,battery,8,mountain,1000
BTS_06138,16.125416938164975,107.672082182645,785799.4763774725,1784660.314024745,5343.46,19.16405487060547,active,4G_remote,81.11014941020885,1163364.75,89,89.99494,0,24027.995647329244,37324.32261406026,52.2870084124346,5125.908339588131,22427.24745333293,0.9738564957937828,36.2,Model_2,grid,battery;generator,28,mountain,2500
BTS_06360,16.35458360391499,107.722082182445,790813.3616149896,1810104.3518055277,19150.41,0.0,active,4G_remote,81.11014941020885,1163364.75,8,89.9852,0,1557.44526724013,15534.0162755958,55.91520422979162,1924.9898489585632,3187.350349076166,0.9720423978851042,23.7,Model_2,grid,battery;generator,28,mountain,2500
BTS_04503,16.31708360406498,107.762915515615,795234.9937630256,1806010.971059497,2921.26,0.0,active,5G_macro,81.11014941020885,1163364.75,12,89.97153,0,1301.777263160268,21543.91976877586,86.56953134342102,1795.7035604402429,859.4234551108702,0.9567152343282896,28.1,Model_2,grid,battery;generator,28,mountain,1000
BTS_06423,16.338750270644983,107.74791551567502,793598.7312606791,1808388.3409866176,3076.71,0.0,active,5G_macro,81.11014941020885,1163364.75,5,89.97503,0,1640.5309826448624,18700.41451345936,77.40942473235681,197.8909823733108,1857.488511603827,0.9612952876338215,22.8,Model_1,grid,battery,8,mountain,1000
BTS_03180,16.37125027051499,107.74291551569502,793015.6159618105,1811979.7103548693,12310.61,1.6479300260543823,active,4G_remote,81.11014941020885,1163364.75,4,89.98594,0,1909.4245542096423,15896.742574854732,58.11877304527136,2116.619394907158,4570.11832954024,0.9709406134773644,26.3,Model_2,grid,battery;generator,28,mountain,2500
BTS_05592,16.516250269934982,107.49458218335502,766274.1978547142,1827690.138537224,24721.98,0.0,active,4G_remote,81.11014941020885,1163364.75,7,89.95974,5,8553.824923272665,6982.757405932233,2.2278349594589635,1199.4095488165692,2662.3479554006653,0.9988860825202706,36.3,Model_2,grid,battery;generator,28,mountain,2500
BTS_06403,16.31125027075498,107.19291551789502,734305.332411392,1804624.4033087825,870.02,870.0177612304688,active,5G_macro,81.11014941020885,1163364.75,612,89.98763,0,43574.82812728028,37560.87157885957,12.698753074103482,0.0,31049.42311581911,0.9936506234629484,20.1,Model_1,grid,battery,8,mountain,1000
BTS_02515,16.427083603624986,107.801248848795,799165.9077440507,1818247.268798488,6794.85,0.0,active,4G_macro,81.11014941020885,1163364.75,12,0.0,0,10546.57102295572,19111.01478661413,94.41622523501285,8289.874039592642,8383.730444213319,0.9527918873824937,37.0,Model_2,grid,battery;generator,28,rural,1500
BTS_06335,16.09958360493498,107.355415517245,751944.8717226186,1781387.486522562,987.36,5.655032157897949,active,5G_macro,81.11014941020885,1163364.75,604,89.98456,0,46681.58746622931,46874.65414080901,68.7979028457246,95.96888101901428,43620.01479606841,0.9656010485771376,26.9,Model_1,grid,battery,8,mountain,1000
BTS_02958,16.566250270152317,107.47166551684046,763758.7356372424,1833195.31276912,2010.07,33.626617431640625,active,5G_macro,81.11014941020885,1163364.75,5,89.99126,0,13950.770134565477,3666.923286484698,11.298691489419376,0.0,4971.197874000581,0.9943506542552903,18.4,Model_1,grid,battery,8,mountain,1000
BTS_00031,16.432268793878386,107.78472107611071,797391.7071114187,1818797.053431038,17768.89,0.0,active,4G_remote,81.11014941020885,1163364.75,7,89.95974,5,9971.379867271256,17269.6215461331,4.236937662624366,7002.601119858314,6526.485571234471,0.9978815311686878,33.2,Model_2,grid,battery;generator,28,mountain,2500
BTS_04646,16.35750027057716,107.87708218174934,807379.6780400167,1810655.509837801,12257.95,0.0,active,4G_remote,81.11014941020885,1163364.75,10,89.969986,0,1711.5064618396043,25370.27173009382,39.39330178823907,3059.9084985688014,3602.804762823731,0.9803033491058804,33.0,Model_2,grid,battery;generator,28,mountain,2500
