site_id,latitude,longitude,bts_type,power_W,coverage_radius_m,status,pop_covered,pop_unique_covered,utm_x,utm_y,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,region_type,flooded
BTS_06354,16.38458360379498,107.716248849135,5G_macro,10000,1000,active,3962.54,0.0,790145.3469098498,1813417.7200487664,81.11014941020868,1163364.75,2,89.983284,0,3925.058687416422,12754.346881121386,61.61704890357032,203.3745871192324,1512.487596505499,0.9691914755482148,27.5,mountain,0
BTS_03396,16.536250269854982,107.502082183325,4G_remote,1200,2500,active,19313.1,132.12432861328125,767047.6620589232,1829914.2534757403,81.11014941020868,1163364.75,5,89.97153,0,9305.091819865442,6783.173050224519,49.979174634523694,1167.279805791953,3968.783981242416,0.975010412682738,24.4,mountain,0
BTS_04097,16.265416937604975,107.70874884916502,4G_remote,1200,2500,active,2139.73,0.0,789519.1735870959,1800212.5565183864,81.11014941020868,1163364.75,26,89.99168,0,8742.771035933563,23256.373323674132,124.02623758676592,7312.771947216251,6491.590468727477,0.937986881206617,34.8,mountain,0
BTS_00798,16.513750269944975,107.516248849935,4G_remote,1200,2500,active,22464.7,0.0,768591.6271303047,1827442.148028069,81.11014941020868,1163364.75,4,89.97153,0,6501.5919194972375,6602.287679091296,29.05735543061318,548.6776000029704,3801.635754555533,0.9854713222846934,38.4,mountain,0
BTS_04761,16.703750269184976,107.432082183605,5G_macro,10000,1000,active,466.36,0.0,759347.4384751201,1848365.652811026,81.11014941020868,1163364.75,9,89.95974,5,28809.917877842898,16830.453621148205,2.7871899918504845,0.0,12119.794739520969,0.9986064050040748,19.9,mountain,0
BTS_01982,16.432916936934983,107.599582182935,5G_macro,10000,1000,active,8037.38,0.0,777607.1619881431,1818605.6566009056,81.11014941020868,1163364.75,14,89.990906,0,3228.745701892251,4048.2440287561503,70.07119985205729,200.25517268504208,2075.489036885533,0.9649644000739712,27.8,mountain,0
BTS_06336,16.64625026941498,107.330415517345,5G_macro,10000,1000,active,1047.73,538.8845825195312,748575.3083178455,1841870.8477533504,81.11014941020868,1163364.75,8,89.9852,0,31168.490336636365,15733.528709492026,47.30362019303462,0.0,6370.080966614196,0.9763481899034828,18.9,mountain,0
BTS_04071,16.450833603537436,107.52958218314848,4G_remote,1200,2500,active,28720.33,0.0,770102.9527066865,1820494.443252812,81.11014941020868,1163364.75,9,89.98727,0,4556.308333258236,5008.947577079262,45.25492945224318,558.0562359680065,2082.7558641541564,0.9773725352738784,34.8,mountain,0
BTS_01087,16.504583603314977,107.552915516455,4G_remote,1200,2500,active,37696.18,312.0416259765625,772520.5624086919,1826476.5574713585,81.11014941020868,1163364.75,3,89.95974,0,3318.2777245881907,2780.087247268264,71.45115710812378,424.7455761009119,1381.6612650083068,0.964274421445938,23.8,mountain,0
BTS_00662,16.145416939173177,107.74041551588452,5G_macro,10000,1000,active,1123.72,31.39773941040039,793083.4757235412,1786970.8005836308,81.11014941020868,1163364.75,72,89.96817,0,19041.29972008375,36882.02974577576,18.76391897033121,0.0,18658.53564057588,0.9906180405148344,27.5,mountain,0
BTS_06358,16.65041693606498,107.478748850085,5G_macro,10000,1000,active,1905.07,0.0,764399.7215858428,1842522.559524404,81.11014941020868,1163364.75,8,89.99138,0,21281.51212293389,11633.543568510642,64.85783077095296,0.0,10543.59816222372,0.9675710846145236,23.0,mountain,0
BTS_02173,16.609583603313332,107.55166551652238,5G_macro,10000,1000,active,1812.8,0.0,772239.4200308095,1838099.7107854448,81.11014941020868,1163364.75,6,89.991,0,14810.988711547556,13457.815017272796,15.62827410282994,0.0,11424.734199457427,0.992185862948585,31.2,mountain,0
BTS_00197,16.41854194456253,107.82262385912207,4G_remote,1200,2500,active,16193.64,0.0,801463.4432203644,1817333.160177094,81.11014941020868,1163364.75,13,89.982346,0,9350.19646871264,21538.65087704524,45.98528612527824,10169.98166894392,10848.587433196555,0.9770073569373608,27.4,mountain,0
BTS_02532,16.360833603897156,107.8937488483489,4G_remote,1200,2500,active,12439.4,,809156.3236417556,1811049.929898371,81.11014941020868,1163364.75,9,89.98953,0,615.9425435548244,24082.33356965455,34.87180054703321,1718.138569850329,2030.0018426991187,0.9825640997264834,29.2,mountain,0
BTS_06486,16.392916937094984,107.826248848695,4G_remote,1200,2500,active,15194.83,0.0,801890.4316707852,1814501.0391385911,81.11014941020868,1163364.75,10,89.98994,0,7529.801567798874,22676.61187029659,190.92202202417437,9654.841372509703,10070.953457566577,0.9045389889879129,36.4,mountain,0
BTS_00650,16.311250270754986,107.790415515505,4G_remote,1200,2500,active,10279.39,0.0,798184.3473723198,1805405.1204398607,81.11014941020868,1163364.75,7,89.99272,0,205.9492166407788,24080.85504081884,15.168228369516514,4650.388862300947,3793.217293044045,0.9924158858152418,35.6,mountain,0
BTS_04197,16.422083603644985,107.578748849685,4G_remote,1200,2500,active,36610.54,0.0,775396.3888173231,1817377.7813354724,81.11014941020868,1163364.75,14,89.98456,0,4387.307436963721,4996.676949162847,35.75481458362278,700.672114393782,4038.339943895061,0.9821225927081886,36.5,mountain,0
BTS_06425,16.700416935864975,107.427915516955,4G_remote,1200,2500,active,4198.58,213.78466796875,758907.3949422936,1847991.2128685284,81.11014941020868,1163364.75,10,89.981995,0,28708.922445443062,16492.736940569976,152.9820005159541,467.7881736848251,11628.242824333742,0.9235089997420228,30.7,mountain,0
BTS_06408,16.41875027032498,107.798748848805,4G_remote,1200,2500,active,17097.35,0.0,798911.4885518642,1817320.8190880115,81.11014941020868,1163364.75,7,89.97153,0,9682.593499647845,19046.32206677344,40.27922965856573,7715.31231125392,8457.65102179341,0.9798603851707172,28.1,mountain,0
BTS_00559,16.667083603175765,107.3654155185433,5G_macro,10000,1000,active,1446.0,1007.6102905273438,752283.0717890274,1844220.9819215152,81.11014941020868,1163364.75,8,89.98576,0,29863.66671478948,15066.870667601448,13.08578811954952,0.0,6742.422254914641,0.9934571059402252,28.7,mountain,0
BTS_00074,16.423598760215445,107.582082179801,4G_remote,1200,2500,active,43162.73,0.0,775750.4353975893,1817550.0684290708,81.11014941020868,1163364.75,18,89.98714,0,4145.867857699943,4885.009673138308,55.69532808378689,667.1834750591861,4201.65161931057,0.9721523359581066,34.3,mountain,0
BTS_00249,16.34625027061498,107.522915516575,4G_remote,1200,2500,active,4837.21,32.921775817871094,769534.7407470595,1808907.1885322048,81.11014941020868,1163364.75,22,89.99168,5,14231.463912125628,14408.41394163378,3.3082080211989275,10064.288421911122,11420.601164477606,0.9983458959894004,30.1,mountain,0
BTS_06230,16.394583603754977,107.839582181975,4G_remote,1200,2500,active,16337.16,0.0,803313.0551444902,1814705.4991546725,81.11014941020868,1163364.75,14,89.99281,0,6342.5297157712375,23972.69061374823,46.96048384995075,8558.897071919575,8914.778017471835,0.9765197580750248,29.4,mountain,0
BTS_06195,16.450416936864976,107.570415516385,5G_macro,10000,1000,active,17916.53,0.0,774466.0823003404,1820503.3339950887,81.11014941020868,1163364.75,4,89.979866,0,1714.9834081331835,1854.415646207078,58.19452165700314,64.52508593926571,2061.192199011156,0.9709027391714984,24.3,mountain,0
BTS_01550,16.256250270974974,107.973748848105,4G_remote,1200,2500,active,5004.6,,817878.569952897,1799591.422639303,81.11014941020868,1163364.75,7,89.9925,0,9298.56167536015,11430.193721723608,14.346293470694532,2073.5087521566907,8207.612556876924,0.9928268532646528,36.9,mountain,0
BTS_01291,16.43569471513768,107.80263773727816,4G_remote,1200,2500,active,15252.79,,799301.1333612853,1819202.839366409,81.11014941020868,1163364.75,11,89.98714,5,11375.91619688074,19101.66590960973,4.118851322433789,8841.111917588327,8297.077830687778,0.9979405743387832,27.4,mountain,0
BTS_00590,16.52994074739739,107.47255837434425,5G_macro,10000,1000,active,5241.21,0.0,763903.5034206216,1829176.7654008537,81.11014941020868,1163364.75,7,89.98727,0,11351.212534785158,4186.529113419848,27.020804758202576,0.0,1098.1900918983945,0.9864895976208988,22.7,mountain,0
BTS_03829,16.40458360371499,107.596248849615,4G_remote,1200,2500,active,9175.62,0.0,777291.1975820966,1815464.1625626136,81.11014941020868,1163364.75,11,89.98752,0,6228.546534867242,6841.431976311887,5.960734256661306,2738.404072834974,4395.993213191727,0.9970196328716694,28.7,mountain,0
BTS_05808,16.429583603614972,107.596248849615,4G_remote,1200,2500,active,66051.16,0.0,777255.7255061745,1818232.0348055155,81.11014941020868,1163364.75,30,89.99523,0,3497.40938021625,4561.150569045469,67.93676912143052,414.8864415089501,2549.923674300813,0.9660316154392848,24.4,mountain,0
BTS_01577,16.419583603654974,107.762082182285,4G_remote,1200,2500,active,9770.5,0.0,794991.5787970223,1817359.2988068536,81.11014941020868,1163364.75,6,89.981995,0,7640.39845317767,15240.443167661544,161.82947193972925,4212.242616162296,5061.527009626871,0.9190852640301354,34.2,mountain,0
BTS_04220,16.56958360305498,107.551248849795,5G_macro,10000,1000,active,2661.3,0.0,772251.2796769891,1833670.6223328423,81.11014941020868,1163364.75,2,89.979866,0,10408.928167499838,9396.801151171449,128.6372763742992,104.64900902861574,8495.987618267922,0.9356813618128504,23.1,mountain,0
BTS_01446,16.709583602494984,107.361248850555,5G_macro,10000,1000,active,940.24,,751782.7535359593,1848920.4967378527,81.11014941020868,1163364.75,5,89.9852,5,33640.2272366437,19401.556891796885,3.762130412615914,33.942435438875634,11466.102503222824,0.998118934793692,27.7,mountain,0
BTS_00678,16.51041693662498,107.556248849775,4G_remote,1200,2500,active,28032.41,0.0,772868.3982837611,1827126.8943005784,81.11014941020868,1163364.75,4,89.97878,5,3850.851472751396,3062.10299166014,2.6845026245449675,630.4347946900057,2114.144860225831,0.9986577486877276,35.4,mountain,0
BTS_05530,16.424583603634982,107.692915515895,4G_remote,1200,2500,active,23698.78,0.0,787592.5246766119,1817813.3697434503,81.11014941020868,1163364.75,7,89.979866,0,9001.822586076094,8166.8036267399375,20.976272333203564,1309.8422872561914,3118.290619640137,0.9895118638333982,33.4,mountain,0
BTS_02354,16.522916936574976,107.530415516545,5G_macro,10000,1000,active,6203.94,0.0,770091.8939687496,1828475.9511344356,81.11014941020868,1163364.75,7,89.984085,0,6234.197579197475,5921.741456532391,5.95652763483808,237.81778435567955,3780.0482757290297,0.9970217361825808,28.1,mountain,0
BTS_00760,16.33736138219502,107.76930440408076,4G_remote,1200,2500,active,12676.08,0.0,795887.6047332713,1808265.550418408,81.11014941020868,1163364.75,5,89.99281,0,1546.7649516657968,20465.98037266881,85.08454329427812,2101.137487696079,2897.727035320227,0.9574577283528608,36.4,mountain,0
BTS_02412,16.513750269944985,107.451248850195,4G_remote,1200,2500,active,15797.61,628.1829223632812,761649.7185688133,1827356.5557940635,81.11014941020868,1163364.75,10,89.97749,0,12648.292331805362,4377.988389962909,22.15438502780949,609.5687284020771,1185.041445970533,0.9889228074860952,27.3,mountain,0
BTS_01106,16.563750269744983,107.329582184015,5G_macro,10000,1000,active,480.69,0.0,748592.5513972952,1832737.242193392,81.11014941020868,1163364.75,13,89.98727,0,26754.75643161952,11934.753366355826,51.1928044257769,0.3420068252563909,4671.09531056121,0.9744035977871116,21.5,mountain,0
BTS_06380,16.312083604084986,107.388748850445,5G_macro,10000,1000,active,478.54,11.88698387145996,755238.2185671647,1804951.854586979,81.11014941020868,1163364.75,231,89.99382,0,25924.52173541486,26140.244856131056,24.04269708220834,0.0,21156.803479557148,0.987978651458896,19.5,mountain,0
BTS_00623,16.380416937144975,107.485415516725,4G_remote,1200,2500,active,2527.52,0.0,765480.0411881717,1812640.318547025,81.11014941020868,1163364.75,31,89.99051,0,13208.473637580484,13420.880875665216,44.909200179539965,8693.986831386883,9987.70380466392,0.97754539991023,32.1,mountain,0
BTS_01794,16.336250270654986,107.672082182645,4G_remote,1200,2500,active,1439.11,0.0,785494.96530165,1808003.5838739143,81.11014941020868,1163364.75,47,89.994705,0,7211.127875624228,14523.289561660997,54.23745350453963,6528.64981333364,5447.882031024563,0.9728812732477302,32.0,mountain,0
BTS_06385,16.488750270044978,107.662915516015,4G_remote,1200,2500,active,11764.54,0.9396140575408936,784293.0728498087,1824875.51917174,81.11014941020868,1163364.75,5,89.97749,0,6921.324368659473,5137.178681289417,121.9788970825996,406.5580839755695,6932.476794533044,0.9390105514587002,17.0,mountain,0
BTS_06435,16.289583604174982,108.020415514585,4G_remote,1200,2500,active,5144.9,0.0,822816.3107173366,1803356.186772272,81.11014941020868,1163364.75,7,89.97878,0,14421.409225290305,8545.413804543263,102.58295150980118,2070.968460801587,2704.997365897866,0.9487085242450994,33.7,mountain,0
BTS_06360,16.35458360391499,107.722082182445,4G_remote,1200,2500,active,19150.41,0.0,790813.3616149896,1810104.3518055277,81.11014941020868,1163364.75,8,89.9852,0,1557.44526724013,15534.0162755958,55.91520422979162,1924.989848958563,3187.350349076166,0.9720423978851042,23.7,mountain,0
BTS_03461,16.23625027146533,108.08166551441565,4G_remote,1200,2500,active,8030.12,0.0,829456.9582781506,1797547.3072182434,81.11014941020868,1163364.75,9,89.99006,0,21047.60131081791,327.2553861188153,8.297717005812252,9547.293500391545,10656.728357762428,0.995851141497094,26.0,mountain,0
BTS_06438,16.460416936824984,107.707915515835,4G_remote,1200,2500,active,7336.85,0.0,789142.353371226,1821802.3413384515,81.11014941020868,1163364.75,9,89.98727,0,11746.171520230484,8796.532217684124,54.716444465392215,1196.1589589538123,1361.4146727688874,0.972641777767304,33.0,mountain,0
BTS_06402,16.085416938324983,107.369582183855,5G_macro,10000,1000,active,1015.73,8.648063659667969,753478.9181283715,1779836.6379723027,81.11014941020868,1163364.75,638,89.99839,0,47340.44371903044,47528.84018538568,84.03054235544415,90.6466595978476,44328.62281271259,0.957984728822278,25.0,mountain,0
BTS_04663,16.497083603760778,107.47749885015064,5G_macro,10000,1000,active,3137.28,0.0,764475.8284207224,1825545.7340286304,81.11014941020868,1163364.75,12,89.97153,0,9430.579254778608,7236.584857553269,34.62294537741118,0.0,650.4724266896885,0.9826885273112944,25.9,mountain,0
BTS_00642,16.364305826527175,107.53735996056392,4G_remote,1200,2500,active,2451.73,0.0,771053.8161467329,1810925.3222496656,81.11014941020868,1163364.75,26,89.98499,5,11826.942617112902,11996.157400162248,2.067042692980692,7794.179611203081,9156.29042936817,0.9989664786535096,21.2,mountain,0
BTS_04046,16.282083604616258,107.93333218167196,4G_remote,1200,2500,active,6874.72,0.0,813513.9382644594,1802389.768394158,81.11014941020868,1163364.75,7,89.93634,0,5159.330729583247,16337.593121397313,62.30790573530059,4527.8700035017055,8036.275880138312,0.9688460471323496,32.7,mountain,0
BTS_04684,16.116666938207235,107.62874884941589,4G_remote,1200,2500,active,3228.45,13.451541900634766,781174.2045105288,1783631.9320409007,81.11014941020868,1163364.75,120,89.97153,0,27214.09701076188,37961.50285975273,65.4644536132252,9511.579049329996,25039.622964190512,0.9672677731933874,37.6,mountain,0
BTS_06331,16.38458360379498,107.060415518425,5G_macro,10000,1000,active,452.42,452.4188537597656,720060.6394640068,1812593.1309181915,81.11014941020868,1163364.75,300,89.9941,0,54658.13430793134,44644.92204748914,31.75381532732248,94.29001665877284,36717.68366461692,0.9841230923363388,27.1,mountain,0
BTS_05554,16.510416936624974,107.722082182445,4G_remote,1200,2500,active,5654.92,,790581.2877904989,1827358.930011803,81.11014941020868,1163364.75,11,89.9926,0,13631.625065745371,11749.642775195378,10.561207316621289,5256.136128628919,6286.602486469893,0.9947193963416894,29.1,mountain,0
BTS_02474,16.222500271116957,108.08208218092396,4G_remote,1200,2500,active,7253.06,,829524.457290416,1796025.126345442,81.11014941020868,1163364.75,6,89.982346,0,21393.552474216296,1624.7830313484628,6.419149392145874,10308.841620892776,11947.566394090398,0.996790425303927,32.4,mountain,0
BTS_06465,16.58458360299498,107.443748850225,4G_remote,1200,2500,active,2698.2,233.04200744628903,760753.422961416,1835188.4329783148,81.11014941020868,1163364.75,9,89.99405,0,17501.28985275036,3626.79558241727,276.957262948673,574.6537430148646,4348.875361116923,0.8615213685256635,30.5,mountain,0
BTS_00786,16.532083603224777,107.62458218265095,4G_remote,1200,2500,active,10599.08,37.048709869384766,780135.6647477708,1829619.6223569831,81.11014941020868,1163364.75,1,89.98939,0,6682.464560895358,7556.390561626295,37.48487814441525,381.88761877670447,2481.1510539934216,0.9812575609277924,18.1,mountain,0
BTS_01464,16.377083604238106,107.4933321834211,4G_remote,1200,2500,active,2179.4,,766330.6437982742,1812281.668397604,81.11014941020868,1163364.75,34,89.98953,0,12911.38077362102,13120.02968788647,10.679778795399764,8383.638256398921,9716.759940812282,0.9946601106023,27.0,mountain,0
BTS_02565,16.36152804865108,107.48319329490135,4G_remote,1200,2500,active,3540.04,0.0,765268.108810842,1810546.2936487503,81.11014941020868,1163364.75,40,89.99572,0,14928.093037103532,15135.44818035973,12.35392565679354,7989.440002263565,11742.765662999696,0.9938230371716033,26.0,mountain,0
BTS_06485,16.30541693744498,107.389582183775,5G_macro,10000,1000,active,887.38,,755335.9523775742,1804214.903573108,81.11014941020868,1163364.75,235,89.99773,0,26349.505997256376,26564.419753357244,174.32654449591365,117.77721669977404,21795.853844802048,0.9128367277520432,22.5,mountain,0
BTS_00104,16.475416937812806,107.6927488485494,4G_remote,1200,2500,active,7921.39,0.0,787499.7518398348,1823441.523862208,81.11014941020868,1163364.75,6,89.909966,0,9984.307230551723,7388.424959042852,43.0361048656955,3446.6763911243825,3681.894611936836,0.9784819475671522,23.9,mountain,0
BTS_00708,16.321250270714984,107.787915515515,4G_remote,1200,2500,active,12349.14,0.0,797901.8691286618,1806508.7506524497,81.11014941020868,1163364.75,4,89.93634,0,1140.0678404836333,23138.645238143403,163.13730151202213,4064.202309716272,3569.3804417823017,0.918431349243989,34.8,mountain,0
BTS_03015,16.73125026949593,107.39749885046857,5G_small,250,300,active,76.38,0.0,755621.1232093475,1851365.2727108072,81.11014941020868,1163364.75,5,89.98847,0,33309.39074751386,20377.952043788075,88.19963998581822,207.97176635741903,14011.373492690867,0.9559001800070908,27.0,mountain,0
BTS_03784,16.423750270304982,107.539582183175,4G_remote,1200,2500,active,7828.64,0.0,771208.9516629078,1817509.415720948,81.11014941020868,1163364.75,23,89.99352,0,5787.753629317902,5991.656590438024,6.568385584323101,1318.8012225885277,2695.80387452423,0.9967158072078384,22.2,mountain,0
BTS_03888,16.462916936814988,107.619582182855,5G_macro,10000,1000,active,4706.17,0.0,779701.1703177164,1821954.7172790773,81.11014941020868,1163364.75,5,89.983284,0,2660.852316713282,745.7589263076878,42.97343236445807,0.0,2384.085284575668,0.9785132838177708,24.3,mountain,0
BTS_04768,16.528750269884984,107.464582183475,5G_macro,10000,1000,active,2554.55,0.0,763053.3508386592,1829034.524201748,81.11014941020868,1163364.75,11,89.97153,0,12021.098103287615,3621.3556677330894,73.22610678871683,578.0701835113663,836.9480066791695,0.9633869466056416,27.3,mountain,0
BTS_00674,16.25875027096498,107.204582184515,4G_remote,1200,2500,active,4360.14,6.872962951660156,735615.1257940645,1798826.789433283,81.11014941020868,1163364.75,621,89.99635,0,45257.33614566339,41110.54688682578,298.9158978513275,879.5949043694444,35260.74869172961,0.8505420510743362,21.4,mountain,0
BTS_05896,16.42041693698498,107.641248849435,5G_macro,10000,1000,active,8067.9,0.0,782077.4099421968,1817279.3210642987,81.11014941020868,1163364.75,13,89.99228,0,6929.744370574307,4639.313769810326,27.027879812858465,211.12942853549688,2750.646492356395,0.9864860600935708,24.1,mountain,0
BTS_00973,16.332083604004982,107.655415516045,4G_remote,1200,2500,active,1459.35,,783719.1711535193,1807518.938794342,81.11014941020868,1163364.75,43,89.99584,0,9050.658296207432,14463.74829558232,36.37723911303272,8052.96538361359,6632.943556387058,0.9818113804434836,23.1,mountain,0
BTS_01337,16.499583603334983,107.492915516695,4G_remote,1200,2500,active,18159.23,0.0,766119.0277182107,1825842.798668164,81.11014941020868,1163364.75,7,89.98763,0,7929.671310435729,8046.073670030145,62.82152408476544,853.6336770734368,2028.5136799317436,0.9685892379576172,35.4,mountain,0
BTS_06015,16.319583604054976,107.626248849495,4G_remote,1200,2500,active,1505.15,,780618.828010824,1806094.5400859376,81.11014941020868,1163364.75,20,89.99354,0,12441.021767113032,15492.27253277508,21.35653441670437,10564.276765863337,9627.659123315008,0.9893217327916478,27.0,mountain,0
BTS_02460,16.6940836028237,107.39408218485391,5G_macro,10000,1000,active,1764.55,73.44723510742188,755306.1294429381,1847246.4182807552,81.11014941020868,1163364.75,9,89.93634,0,30119.82542089311,16502.56414961477,53.81251134658154,0.0,9904.899989869178,0.9730937443267093,28.6,mountain,0
BTS_04738,16.429583603614976,107.513748849945,4G_remote,1200,2500,active,4398.02,,768440.6160276766,1818120.7784799505,81.11014941020868,1163364.75,9,89.96817,0,7378.56446607393,7596.684493661375,7.28267683270637,2716.328685276326,4228.17875829105,0.9963586615836468,21.7,mountain,0
BTS_00785,16.519583603254983,107.70874884916502,4G_remote,1200,2500,active,9102.82,0.0,789143.4108008881,1828354.7049893336,81.11014941020868,1163364.75,7,89.993256,0,12611.373320819304,11098.936784613878,22.15516802033656,4028.424824506252,7375.01584138524,0.9889224159898318,37.4,mountain,0
BTS_04368,16.387083603784983,107.832915515335,4G_remote,1200,2500,active,15994.13,0.0,802612.052995414,1813865.0368377457,81.11014941020868,1163364.75,7,89.993996,0,6624.550396193249,23563.834671387074,19.0922339041444,8716.65685792304,9146.655904560068,0.9904538830479278,28.5,mountain,0
BTS_06085,16.48875027004498,107.635415516125,5G_macro,10000,1000,active,7316.31,0.0,781355.412069298,1824836.939644101,81.11014941020868,1163364.75,4,89.981995,0,4075.209076625703,3404.7749615067546,121.88623206708633,64.20286334775024,4384.5733482726855,0.9390568839664568,20.6,mountain,0
BTS_06348,16.181250271274983,107.722082182445,5G_macro,10000,1000,active,2280.23,0.0,791068.9789198427,1790912.3251738944,81.11014941020868,1163364.75,61,89.992546,5,16026.369196521466,32491.656502076115,4.844351340938709,0.0,15032.521676250732,0.9975778243295308,21.3,mountain,0
BTS_04063,16.30041693746498,107.802082182125,4G_remote,1200,2500,active,4878.51,,799448.3757778008,1804222.6605977144,81.11014941020868,1163364.75,6,89.99,0,1863.43663466824,25811.55493928498,113.52213874632862,6302.859284285586,5259.297280047821,0.9432389306268356,29.4,mountain,0
BTS_00276,16.120416938184984,107.399582183735,5G_macro,10000,1000,active,1096.58,0.0,756644.6345117165,1783748.1198452062,81.11014941020868,1163364.75,488,89.99576,0,42441.98446062907,42627.51587047088,19.664381770641363,0.0,39464.05738271221,0.9901678091146792,19.7,mountain,0
BTS_06482,16.332083604004985,108.021248847915,4G_macro,5000,1500,active,201.78,174.9097900390625,822835.675563664,1808064.3030304487,81.11014941020868,1163364.75,7,89.997826,0,13235.472661007869,12211.684790130355,21.748078290131456,2608.681303989951,0.0,0.9891259608549344,27.7,mountain,0
BTS_06300,16.16291693801498,107.730415515745,5G_macro,10000,1000,active,2472.27,,791987.5891197264,1788894.2338145296,81.11014941020868,1163364.75,65,89.993095,0,17533.438754926872,34700.40983693683,14.519795763147751,0.0,16859.767609233655,0.992740102118426,22.8,mountain,0
BTS_05887,16.117083604864984,107.347915517275,5G_macro,10000,1000,active,785.71,712.6060791015625,751120.2201826106,1783315.5031257884,81.11014941020868,1163364.75,618,89.99814,0,45425.416030941175,45622.05070644497,53.49190587582047,43.25302002580269,42327.71387909784,0.9732540470620896,24.9,mountain,0
BTS_02053,16.420416936984974,107.777915515555,4G_remote,1200,2500,active,15866.28,0.0,796682.4382118778,1817474.7154628076,81.11014941020868,1163364.75,7,89.98908,0,8471.951782082391,16843.005531442242,62.11787130307055,5715.641413992331,6387.810758937529,0.9689410643484648,35.5,mountain,0
BTS_04866,16.52375026990498,107.493748850025,4G_remote,1200,2500,active,23146.39,0.0,766174.9169618541,1828519.348876112,81.11014941020868,1163364.75,5,89.98594,5,9083.920637412311,6470.317142002999,0.2787195477737931,1029.043634873467,2625.099890809264,0.9998606402261132,38.4,mountain,0
BTS_04146,16.412500270357334,107.66041551595508,4G_remote,1200,2500,active,35533.83,0.0,784137.1034778492,1816429.5968488688,81.11014941020868,1163364.75,14,89.982346,0,9079.976556972157,6397.336904981084,157.55190280501913,524.8127666763291,3702.713809473753,0.9212240485974904,26.0,mountain,0
BTS_05909,16.39541693708498,107.725415515765,5G_macro,10000,1000,active,1891.99,0.0,791109.0273622505,1814630.3700270937,81.11014941020868,1163364.75,5,89.97153,0,4622.187146402679,12812.017999627024,47.51549256658378,68.27603444497582,2598.3513866299536,0.976242253716708,17.4,mountain,0
BTS_06401,16.27125027091498,107.89874884840502,4G_remote,1200,2500,active,10530.94,0.0,809832.0111914172,1801137.284693583,81.11014941020868,1163364.75,10,89.95974,0,1270.833522360579,19623.36898626792,82.17830850778653,8330.020790024804,8965.262690500742,0.9589108457461069,30.7,mountain,0
BTS_00781,16.484583604503268,107.6287488496566,5G_macro,10000,1000,active,5920.27,0.0,780649.2711272317,1824366.323110652,81.11014941020868,1163364.75,6,89.984085,0,3258.821188686961,2798.0788724330114,26.31350128632053,0.0,3742.6800627510856,0.9868432493568398,18.9,mountain,0
BTS_06453,16.355416937244982,107.403748850385,4G_remote,1200,2500,active,13.8,13.79857063293457,756785.1342384133,1809767.7209205283,81.11014941020868,1163364.75,189,89.998344,0,21656.79966614839,21933.4167564943,87.46729209816785,2854.481243230595,16121.006620463251,0.956266353950916,35.6,mountain,0
BTS_02815,16.366250270534984,107.867915515195,4G_remote,1200,2500,active,11689.99,0.0,806385.9677408515,1811610.597376928,81.11014941020868,1163364.75,6,89.98883,0,2440.7316760945387,26715.535082275837,7.084530146811068,4331.897064716933,4802.245629541116,0.9964577349265944,40.6,mountain,0
BTS_05369,16.444583603554978,107.617915516195,5G_macro,10000,1000,active,13545.32,215.85671997070312,779549.3979251406,1819922.6011372083,81.11014941020868,1163364.75,1,89.982346,5,3320.3416760165064,1844.004356623532,4.0442500022394245,0.0,357.1243770806764,0.9979778749988802,19.6,mountain,0
BTS_04653,16.41541693700498,107.631248849475,4G_remote,1200,2500,active,20923.71,0.0,781015.9942593535,1816711.8246016933,81.11014941020868,1163364.75,20,89.93634,0,6574.120048240514,4918.133977400991,27.109194282043813,948.7645569129728,2593.6243744347303,0.986445402858978,34.8,mountain,0
BTS_02042,16.466250270134974,107.762915515615,4G_remote,1200,2500,active,7272.68,0.0,795010.0497399757,1822527.8129706483,81.11014941020868,1163364.75,9,89.978165,0,12624.035464268032,14691.847335863484,31.011724885079023,5141.30815722696,4315.525335282969,0.9844941375574604,32.5,mountain,0
BTS_06025,16.491250270034968,107.605415516245,5G_macro,10000,1000,active,19922.53,0.0,778147.1785250701,1825072.101544715,81.11014941020868,1163364.75,5,89.983284,5,1720.0323572680004,3651.763237628322,2.095077805677888,5.581973644524358,1168.8995873341412,0.9989524610971612,23.2,mountain,0
BTS_04269,16.42000027032739,107.58374884959709,4G_remote,1200,2500,active,32199.53,0.0,775933.6101002747,1817153.9367035048,81.11014941020868,1163364.75,16,89.97503,0,4512.04502302226,5310.9406793083945,19.438815889488847,1103.084493595397,4214.917181062878,0.9902805920552556,28.3,mountain,0
BTS_06407,16.404583603714986,107.847082181945,4G_remote,1200,2500,active,11413.6,,804099.1849725913,1815824.0798889971,81.11014941020868,1163364.75,13,89.978165,0,6359.488352666916,24439.23069380797,38.71306262839534,8663.647461933204,8891.251584677568,0.9806434686858024,29.7,mountain,0
BTS_02731,16.554583603114978,107.442915516895,5G_macro,10000,1000,active,1933.11,0.0,760704.8664448203,1831866.1939673596,81.11014941020868,1163364.75,8,89.981995,0,15490.841575732518,375.678684491268,33.65060090285805,0.0,1678.0212265517018,0.983174699548571,18.8,mountain,0
